,text,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,year,week,day,sentiment,smoothed_sentiment,smoothed_sentiment_weibull
2024-01-02 12:00:00+00:00,"As $BTC recorded a new ATH of $45300. A Smart Whale sold 800 $BTC ($36.1M) at $45176 2 hours ago. This token amount was accumulated at avg price of $19435 2 years ago. His left balance is 2.2K ($99.31M), with $101.2M (+130%) estimated profit.",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,1,positive,3.0173032407407407,1.1253444843932312
2024-01-02 14:00:00+00:00,"#Bitcoin prices on New Years Eve 2013 - $754 2014 - $320 2015 - $431 2016 - $964 2017 - $14,156 2018 - $3,743 2019 - $7,194 2020 - $29,002 2021 - $49,306 2022 - $16,597 2023 - $42,560",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,1,positive,3.5303125,2.581323647245967
2024-01-02 14:00:00+00:00,"#Bitcoin price : 1st Jan, 2023: $16,487 1st Jan, 2024 : $45,000",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,1,positive,3.5303125,2.581323647245967
2024-01-02 15:00:00+00:00,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **On the daily timeframe level, the price action of $BTC DOMINANCE has successfully bounced back and formed out lower high leg-up level where on the H4 timeframe level the price action is getting rejected from its Horizontal Resistance level and filling out the Imbalance level marked at 52.18% - 51.70% level ** -------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,1,positive,5.249594907407407,3.250438892437744
2024-01-03 03:00:00+00:00,"**$BTC**** UPDATE VIP **--------------------  **As ****$BTC**** recorded a new ATH of $45300**. A Smart Whale sold 800 $BTC ($36.1M) at $45176 2 hours ago. This token amount was accumulated at avg price of $19435 2 years ago. His left balance is 2.2K ($99.31M), with $101.2M (+130%) estimated profit. -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,2,positive,2.5821875,0.2514482786489757
2024-01-03 07:00:00+00:00,"**January 3, 2024  MARKET ANALYSIS:** Market Cap: $1.74 Trillion 24h Volume: $71.47 Billion BTC Dominance: 51% ETH Dominance: 16.4% BK Health Standard: 6.7 (1 to 10) BK Sentiment: 54% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. PERP: +28% 2. MAV: +24% 3. DOCK: +19% **Top Losers** 1. AGLD: -13% 2. STX: -11% 3. OXT: -10% **BINANCE FUTURES: Top Gainers** 1. PERPUSDT: +28% 2. MAVUSDT: +24% **Top Losers** 1. AGLDUSDT: -13% 2. STXUSDT: -11% **LARGEST VOLUME (24h)** 1. BTC/USDT ($31200m) 2. ETH/USDT ($11500m) **DAILY OUTLOOK** PERP, MAV, and DOCK emerge as the standout performers in the current market surge. BTC exhibits robust strength and momentum, signaling the potential onset of a mega-bull market. This promising trend suggests that significant gains may unfold across various alternative cryptocurrencies (Alts) in the near future.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,2,positive,2.3772106481481483,1.0089706889846257
2024-01-03 11:00:00+00:00,"$BTC VIP Analysis January 03, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- On H4 timeframe level the price action of $BTC after pumping out successfully the price action is filling out the FVG gap level while bouncing back marked between the $45,128 - $44,253 and $44,198 - $43,578 levels. We can see some other downwards movements. However, the 4EMA still shows the support levels -------------------- MAIN INTEREST LEVELS SHORT $44,801 LONG $44,253 PREDICTED DAILY RANGE $45,358 - $43,557 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,2,positive,2.0816782407407404,1.4699269154786703
2024-01-03 11:00:00+00:00,"**SEC Still Processing Spot Bitcoin ETF Paperwork, Report** https://news.bitcoin.com/sec-still-processing-spot-bitcoin-etf-paperwork/",0.0,0.0,0.0,0.0,0.0,1.0,2024,1,2,positive,2.0816782407407404,1.4699269154786703
2024-01-03 12:00:00+00:00,Spot #Bitcoin ETF applicants Galaxy & Invesco release new video commemorating Bitcoin's birthday ,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,2,positive,3.7722106481481483,1.725360848084753
2024-01-03 13:00:00+00:00,JUST IN: $103m in leveraged #Bitcoin positions liquidated in just 1 hour,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,2,negative,4.451458333333334,2.411569938678676
2024-01-03 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  BTC has successfully executed a significant liquidity grab, effectively eliminating a substantial portion of downward liquidity. This development signals a positive and healthy trend for the market in the medium to long term. However, in the short term, it is imperative to closely monitor price movements for additional clarity on the unfolding price action.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,2,positive,3.150914351851852,2.798208570761399
2024-01-03 15:00:00+00:00,"**$BTC**** DOMINANCE UPDATE VIP **-------------------- On H4 timeframe level the price action of $BTC DOMINANCE has successfully filled out the Imbalance level marked between the 52.18% - 51.70% and formef out the leg up level. Currently, the price action is respecting out its Horizontal Support level which we can expect that it will breakdown. And if the price action breaks down this level we can see the fullfilment of the FVG gap levels below the level -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,2,positive,3.8516898148148146,3.1766700553764133
2024-01-03 17:00:00+00:00,"  SEC is holding meetings today with the New York Stock Exchange, Nasdaq, and Cboe to finalize comments on spot #Bitcoin ETFs, reports FOX Business Eleanor Terrett.",0.0,0.0,0.0,0.0,0.0,1.0,2024,1,2,positive,4.351782407407407,3.8042396093608897
2024-01-03 19:00:00+00:00,JUST IN: Fidelity just filed a registration of securities for it's spot #Bitcoin ETF with the SEC ,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,2,positive,4.76875,3.9522288916295616
2024-01-03 19:00:00+00:00,**Fidelity just filed a registration of securities for it's spot ****#Bitcoin**** ETF with the SEC **,0.0,0.0,1.0,0.0,0.0,0.0,2024,1,2,positive,4.76875,3.9522288916295616
2024-01-04 05:00:00+00:00,"Goldman Sachs in Talks to Join BlackRock & Grayscale's Bitcoin ETF Mission: Awaiting SEC Approval Goldman Sachs is in talks to become an ""authorized participant"" for #BlackRock and #Grayscale Bitcoin ETFs, if the SEC gives the green light. This could be a game-changer for the crypto world!",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,3,positive,3.1813657407407407,0.8515502155245664
2024-01-04 06:00:00+00:00,"**January 4, 2024  MARKET ANALYSIS:** Market Cap.: $1.65 Trillion 24h Volume: $118.55 Billion BTC Dominance: 51.2% ETH Dominance: 16.3% BK Health Standard: 4.6 (1 to 10) BK Sentiment: 47% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs):** **Top Gainers** 1. PEOPLE: +114% 2. POWR: +71% 3. ENS: +39% **Top Losers** 1. TRB: -21% 2. NFP: -20% 3. LSK: -19% **BINANCE FUTURES: Top Gainers** 1. PEOPLEUSDT: +110% 2. POWRUSDT: +71% **Top Losers** 1. 1000RATSUSDT: -25% 2. BIGTIMEUSDT: -24% **LARGEST VOLUME (24h)** 1. BTC/USDT ($47B) 2. ETH/USDT ($19.5B) **DAILY OUTLOOK** PEOPLE, POWR, and ENS have emerged as the standout performers in the current market, showcasing substantial gains. Meanwhile, BTC experienced a temporary dip in liquidity, marking a healthy correction that bodes well for the overall market sentiment. This correction is indicative of a positive trend, signaling the potential onset of a bullish wave in the near future.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,3,positive,3.8171527777777783,0.8240956314440503
2024-01-04 09:00:00+00:00,"#Bitcoin price's attempt to break out of the support and resistance zone was ultimately unsuccessful and the price fell back to support. Therefore, the level of $44,270 - $44,660 is still considered an important resistance.",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,3,negative,3.6554976851851855,1.803391853826435
2024-01-04 09:00:00+00:00,"Grayscale in talks with JPMorgan, Goldman Sachs for #Bitcoin ETF role: Report Crypto asset manager Grayscale Investments is reportedly in talks with firms, including JPMorgan and Goldman Sachs, about a potential authorised partner in its proposed spot, Bitcoin ETF.",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,3,positive,3.6554976851851855,1.803391853826435
2024-01-04 12:00:00+00:00,"$BTC VIP Analysis January 04, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- As expected the price action of $BTC has successfully shown us the downward movements after getting rejected from its Horizontal Resistance level and filled out all the FVG gap levels that it left out while bouncing back marked between the $45,128 - $44,253 and $44,198 - $43,578 levels. Currently, the price action after taking out liquidities level has bounced back from its Horizontal Support level which has broken out its neckline it and after an above closure level we can see further upward movements again -------------------- MAIN INTEREST LEVELS SHORT $44,732 LONG $43,314 PREDICTED DAILY RANGE $45,009 - $43,252 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,3,positive,2.569699074074074,1.708022478794656
2024-01-04 18:00:00+00:00,"**#BTC****/USDT UPDATE:** #BTC is now trading around 43.9k. Bitcoin is exactly pumping from the support zone. So the Possible scenarios are If the pump continues, the price may move towards the upper resistance line. Otherwise If the price dumps and breaks down the support zone and gives a weekly close, then we may see a dump in Bitcoin. Stay tuned with us for further updates",0.0,0.0,0.0,0.0,0.0,1.0,2024,1,3,positive,1.9499074074074074,1.1404160224147204
2024-01-04 18:00:00+00:00,"Valkyrie filed a ""Registration of Securities"" for its spot #Bitcoin ETF with SEC",0.0,0.0,0.0,0.0,0.0,1.0,2024,1,3,positive,1.9499074074074074,1.1404160224147204
2024-01-04 18:00:00+00:00,**Market Sentiment:** Bitcoin Fear and Greed Index is 68. Greed,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,3,neutral,1.9499074074074074,1.1404160224147204
2024-01-04 18:00:00+00:00,BREAKING ARK Invest just filed a 'Registration of Securities' for its spot #Bitcoin ETF.,0.0,0.0,1.0,0.0,0.0,0.0,2024,1,3,positive,1.9499074074074074,1.1404160224147204
2024-01-04 18:00:00+00:00, ARK 21Shares filed a registration of securities for their spot #Bitcoin ETF with the SEC ,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,3,positive,1.9499074074074074,1.1404160224147204
2024-01-05 03:00:00+00:00,"**$BTC**** UPDATE VIP **-------------------- **JUST IN: ******** Grayscale filed a registration of securities for it's spot ****#Bitcoin**** ETF with the SEC ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,4,positive,3.1996064814814815,1.6310904309010814
2024-01-05 03:00:00+00:00,Grayscale filed a registration of securities for it's spot #Bitcoin ETF with the SEC,0.0,1.0,0.0,0.0,0.0,0.0,2024,1,4,positive,3.1996064814814815,1.6310904309010814
2024-01-05 06:00:00+00:00,"**January 5, 2024  MARKET ANALYSIS:** Market Cap.: $1.66 Trillion 24h Volume: $79.78 Billion BTC Dominance: 51.5% ETH Dominance: 16.3% BK Health Standard: 5.1 (1 to 10) BK Sentiment: 42% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. AI: +3562% 2. OM: +27% 3. NTRN: +24% **Top Losers** 1. MDX: -19% 2. MOB: -18% 3. FIRO: -14% **BINANCE FUTURES: Top Gainers** 1. NTRNUSDT: +25% 2. TIAUSDT: +18% **Top Losers** 1. REEFUSDT: -13% 2. CHRUSDT: -12% **LARGEST VOLUME (24h)** 1. BTC/USDT ($34.8B) 2. ETH/USDT ($11.6B) **DAILY OUTLOOK** AI, OM, and NTRN have emerged as the market's top gainers, seizing the downward liquidity and surpassing downward stops. Following this, BTC is currently in a consolidation phase, exhibiting signs of momentum that suggest a potential for another bullish rally in the market.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,4,positive,4.147222222222222,2.0002325233882905
2024-01-05 12:00:00+00:00,"$BTC VIP Analysis January 05, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- As expected the price action of $BTC successfully showed us the further upward movements after the candle closure above the level and went up towards its 2nd FVG level. Currently, the price action is forming out Double Top pattern level where we can see a short bounce back level before the downward movements -------------------- MAIN INTEREST LEVELS SHORT $44,190 LONG $44,331 PREDICTED DAILY RANGE $45,009 - $42,229 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,4,positive,3.129351851851852,1.8209374880277593
2024-01-05 14:00:00+00:00,"Arthur Hayes, the founder of #BitMEX, in his latest essay, presents a prediction for the #Bitcoin market crash in March, Anticipating a severe correction of 30-40%",0.0,1.0,0.0,0.0,0.0,0.0,2024,1,4,negative,3.4540277777777773,1.563474063534608
2024-01-05 18:00:00+00:00,NEW:  SEC most likely to approve ALL #Bitcoin ETFs at once to create a level playing field - Bloombergs ETF analysts #JSeyff and #EricBalchunas,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,4,positive,1.2480324074074076,0.1493055686755409
2024-01-05 18:00:00+00:00,JUST IN: The number of #Bitcoin addresses with >0.1 #BTC has hit a new ALL TIME HIGH ,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,4,positive,1.2480324074074076,0.1493055686755409
2024-01-05 21:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price action is currently forming an ascending triangle pattern, suggesting a bullish trend. The anticipation is for a breakout followed by a retest of the triangle, which would serve as a confirmation of the bullish momentum. Until this breakout retest occurs, we can expect the price to continue its movements within the confines of the triangle pattern  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,4,positive,2.6481944444444445,1.115038381345458
2024-01-05 21:00:00+00:00,JUST IN: Spot #Bitcoin ETF applicants clear key hurdle on path to SEC sign-off  Bloomberg,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,4,positive,2.6481944444444445,1.115038381345458
2024-01-06 01:00:00+00:00,"$BTC VIP Analysis January 06, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully bounced back after getting rejected from its Horizontal Resistance level marked between the $44,331 - 44,160 level. Currently, the price action is again respecting its Horizontal Resistance level which can show us the rejection level from there -------------------- MAIN INTEREST LEVELS SHORT $44,190 LONG $44,331 PREDICTED DAILY RANGE $45,009 - $42,229 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,5,positive,3.497372685185185,3.4514339684756705
2024-01-06 03:00:00+00:00,"**$BTC**** UPDATE VIP **--------------------  **Arthur Hayes, the founder of ****#BitMEX****, in his latest essay, presents a prediction for the ****#Bitcoin**** market crash  in March, Anticipating a severe correction of 30-40% ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,5,negative,3.833784722222222,3.3509915422943046
2024-01-06 07:00:00+00:00,"**January 6, 2024  MARKET ANALYSIS:** Market Cap: $1.66 Trillion 24h Volume: $64.6 Billion BTC Dominance: 51.9% ETH Dominance: 16.3% BK Health Standard: 2.7 (1 to 10) BK Sentiment: 21% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. PEOPLE: +47% 2. POWR: +35% 3. POLYX: +26% **Top Losers** 1. FIRO: -19% 2. OGN: -18% 3. CTSI: -17% **BINANCE FUTURES: Top Gainers** 1. PEOPLEUSDT: +44% 2. POWRUSDT: +35% **Top Losers** 1. OGNUSDT: -19% 2. CTSIUSDT: -18% **LARGEST VOLUME (24h)** 1. BTC/USDT ($26.94B) 2. ETH/USDT ($9.62B) **DAILY OUTLOOK** PEOPLE, POWR, and POLYX have emerged as the market's top gainers, exhibiting notable upward momentum. Meanwhile, Bitcoin (BTC) appears to be experiencing a period of uncertainty in the short term, undergoing a cooling phase before potentially reaching its next higher high.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,5,positive,1.9778587962962964,0.5440322600800851
2024-01-06 11:00:00+00:00,US Ranks 12th Among Countries Most Interested in #BitcoinETFs as per Google search score.,0.0,1.0,0.0,0.0,0.0,0.0,2024,1,5,positive,2.159467592592593,0.7596974735658351
2024-01-06 12:00:00+00:00,**Market Sentiment:** Bitcoin Fear and Greed Index is 70 ~ Greed,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,5,positive,2.9282523148148147,1.0130897129843928
2024-01-06 15:00:00+00:00,"**MONTHLY PNL UPDATE VIP** December 2023 -------------------- **TOTAL TRADES: 66** Average trades per day: 2.13 Average trades per week day: 14.9 Wins: 65 Losses: 1 Unfilled/Neutral/Set: 0 **TOTAL PROFIT: **816.19**% **(considering only 5-10% of our portfolios is used per trade)** **Accuracy: 96.3% Almost a perfect month with just 1 stop loss and all other winning trade!! BTC reached $45,000 for the first time since the last bull market just as we told you. While all other trading channels are trying to make pennies, and not get liquidated, weve once again managed to catch all the biggest moves in the market on December, making us a total profit of 8,161.9% (adjusted to 816.19% for position sizes, 5-10% per trade). Out of a total of 66 trades (including scalps, standard trades and swing trades), 66 became huge winners, while 0 were closed at breakeven and only one at stop loss. Truly an amazing month. -------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,5,positive,3.176840277777778,2.3199442976369617
2024-01-07 03:00:00+00:00,"**$BTC**** UPDATE VIP **-------------------- **JUST IN: Someone just bought 27 ****#BTC**** ** **on Binance and sent it to Satoshi Nakamoto's address ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,6,positive,1.4465277777777779,0.13486676670760395
2024-01-07 08:00:00+00:00,"**January 7, 2024  MARKET ANALYSIS:** Market Cap: $1.66 Trillion 24h Volume: $42.85 Billion BTC Dominance: 52.1% ETH Dominance: 16.3% BK Health Standard: 5.1 (1 to 10) BK Sentiment: 37% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. MASK: +52% 2. DATA: +49% 3. GMT: +47% **Top Losers** 1. T: -12% 2. SANTOS: -5% 3. STRAX: -4% **BINANCE FUTURES: Top Gainers** 1. MASKUSDT: +52% 2. GMTUSDT: +48% **Top Losers** 1. TUSDT: -12% 2. STRAXUSDT: -3% **LARGEST VOLUME (24h)** 1. BTC/USDT ($15694m) 2. ETH/USDT ($5400m) **DAILY OUTLOOK** MASK, DATA, and GMT have emerged as the top gainers in the current market scenario. BTC is currently undergoing a consolidation phase and shows promising signs of a significant breakout beyond the $45,000 resistance level. This potential surge in BTC value is anticipated to serve as a robust indicator for the performance of Alts.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,6,positive,1.4347569444444446,0.9767966319949488
2024-01-07 09:00:00+00:00,"$BTC VIP Analysis January 07, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BEARISH -------------------- The price action successfully got rejected from its Horizontal Resistance level and went towards its Support level marked between $43,453 and the price action bounced back from there Currently, the price action is again rejecting its Horizontal Resistance level marked between $44,331 - $44,160 We can expect to see the price action again test out the Horizontal Support region -------------------- MAIN INTEREST LEVELS SHORT $44,959 LONG $43,453 PREDICTED DAILY RANGE $45,009 - $42,229 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,6,positive,2.230625,1.2067203293331867
2024-01-07 15:00:00+00:00,"**$BTC**** DOMINANCE UPDATE VIP **-------------------- The price action of $BTC DOMINANCE on weekly timeframe level is bouncing back from Support Trend line as well as its Horizontal Support level marked between the 52.47% - 51.29% level We can expect to see the further increase in the price action of $BTC DOMINANCE if the price action holds this its support level which can show us further increase in the price of $BTC as well -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,1,6,positive,2.015601851851852,1.7525608040098821
2024-01-07 17:00:00+00:00,**Market Sentiment:** Bitcoin Fear and Greed Index is 71  Greed,0.0,0.0,0.0,0.0,0.0,1.0,2024,1,6,positive,2.6643749999999997,1.750480040010935
2024-01-07 20:00:00+00:00," Around 1.11 million $BTC were bought between $42,560 and $43,245 and have not been sold yet, making this one of the strongest support walls!",0.0,0.0,0.0,0.0,0.0,1.0,2024,1,6,positive,3.0501388888888887,2.1472673446967177
2024-01-07 21:00:00+00:00,"VIP MARKET UPDATE: $BTC DOMINANCE  Bitcoin dominance is on the rise, coinciding with gradual bullish signals from BTC. This phenomenon is contributing to subdued momentum in Alts. The upcoming weekly candle close holds significant importance, as it may usher in increased market volatility. It is crucial to exercise prudent risk management strategies in light of these developments.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,1,6,positive,3.820092592592592,2.2307304558905106
2024-01-08 05:00:00+00:00,"$BTC VIP Analysis January 08, 2024 ------------------- BIAS: Mid-Term: BULLISH Short-Term: BULLISH -------------------- As expected the price action of $BTC successfully got rejected from its Horizontal Resistance level marked between the $44,331 - $44,160 level. We can expect the short term bounce back level again and then again downwards movements as all the EMAs are acting as an resistance levels now Marked out the Sell Side Liquidity level at $43,112 -------------------- MAIN INTEREST LEVELS SHORT $44,959 LONG $43,453 PREDICTED DAILY RANGE $45,009 - $42,229 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,2,0,positive,2.569837962962963,1.0954909083140751
